marca,precoComDesconto,precoSemDesconto,Condicao,VENDIDO,tamanho_mapeado,Cores_Agrupadas
2369,35000.0,70000.0,4,1,2,18
5395,15000.0,46000.0,4,1,1,1
4199,5000.0,19000.0,4,1,2,18
2597,15000.0,52500.0,4,0,3,18
10500,89.0,90.0,1,1,5,6
10361,6000.0,15000.0,4,1,2,15
9183,17000.0,59000.0,4,0,3,4
9371,18000.0,63000.0,4,1,3,14
8077,17500.0,1.245,2,1,2,21
3256,20.0,69.99,0,0,3,14
8094,14.98,59.9,0,1,0,18
8195,7000.0,21000.0,4,0,3,19
4135,8075.0,25000.0,4,0,3,18
9320,75.65,325.0,1,0,3,6
4103,18.97,39.9,0,1,2,3
4546,35000.0,1.05,4,0,3,18
270,18.5,89.99,0,0,2,21
3721,3000.0,8900.0,4,1,3,16
6107,79.9,289.99,0,0,3,12
10361,77.99,311.94,0,0,3,12
5571,43.9,120.0,1,1,2,16
4734,25.0,79.99,0,0,3,14
1786,1800.0,3500.0,4,0,4,21
9460,9000.0,23000.0,4,1,3,18
7028,28.8,59.99,0,0,3,22
9474,28.9,119.0,0,0,3,14
5917,64.98,259.9,0,0,3,18
8383,14000.0,41000.0,4,0,2,5
5518,4800.0,16000.0,4,1,4,19
9605,13000.0,45000.0,4,0,2,1
10361,26.97,89.9,0,1,2,3
6619,14000.0,45000.0,4,1,3,18
3215,30.0,90.0,0,0,2,6
9554,14.9,39.99,0,1,2,1
1014,5500.0,14000.0,4,1,4,3
10361,5500.0,15467.566824463362,4,1,4,15
8094,22.5,89.99,0,1,4,19
3721,4000.0,15000.0,4,1,3,14
6619,15510.0,51700.0,2,0,3,12
3734,11000.0,34900.0,4,0,3,1
1357,12000.0,36000.0,4,1,4,18
8295,8800.0,25000.0,4,0,2,18
10372,29.9,79.99,0,1,4,14
8510,23.9,90.0,0,0,3,14
4248,92.7,309.0,0,0,2,18
665,72.25,269.9,0,1,0,18
6907,9000.0,23000.0,2,0,3,16
6619,14000.0,67000.0,4,1,2,18
7162,94.0,470.0,0,1,4,12
6067,32.48,129.9,0,1,2,18
3648,23.0,59.9,0,0,3,14
4942,14.45,110.0,0,1,0,12
761,17.82,69.9,0,1,3,1
523,12000.0,39000.0,4,1,3,16
9491,5000.0,23000.0,4,0,3,18
6764,29.98,119.9,0,0,1,3
9778,38.7,89.9,0,0,3,18
4617,6300.0,15467.566824463362,4,1,3,21
7933,35.0,134.9,0,1,3,14
8692,19.0,49.99,0,0,3,18
10361,6000.0,17000.0,4,1,0,18
10361,4800.0,12000.0,4,0,2,18
8597,23.97,79.9,0,1,0,14
2973,7650.0,31500.0,4,0,3,21
10361,4800.0,9000.0,4,1,3,9
4758,12900.0,34000.0,4,0,3,9
3721,3000.0,9000.0,4,1,2,16
8178,12.5,49.99,0,1,3,21
7773,69000.0,2.49,4,0,3,18
8699,8000.0,39000.0,4,0,3,18
10389,212.23,848.9,0,0,3,18
8597,16.97,39.9,0,1,4,0
3185,43.5,144.9,0,1,2,22
342,10000.0,35000.0,4,1,3,19
1675,7000.0,22000.0,2,1,3,3
8597,22.48,69.9,0,1,0,22
10361,5000.0,10000.0,4,1,2,9
271,3500.0,21000.0,2,1,3,9
3474,6500.0,19500.0,4,1,3,21
1675,8000.0,21000.0,4,1,4,10
10361,4000.0,9000.0,4,1,3,16
6414,19.98,79.9,0,1,2,14
6590,79900.0,1.49,4,0,4,18
178,13000.0,46000.0,4,1,3,14
8601,10.0,39.0,0,1,3,14
7263,34.98,119.9,0,0,2,1
4351,10800.0,37800.0,4,0,4,12
1481,22.9,70.0,0,1,0,18
10027,45.9,119.0,0,1,3,18
9371,14000.0,49000.0,4,0,3,18
8460,6000.0,25900.0,4,1,3,16
646,7200.0,28000.0,4,1,3,2
2738,1307.5,5230.0,0,0,2,14
6240,5600.0,34000.0,4,1,2,16
661,12000.0,37000.0,4,1,4,7
552,8000.0,28000.0,4,1,3,18
8199,30000.0,83000.0,4,1,4,21
7773,31500.0,1.1,4,1,4,3
10364,3500.0,8000.0,4,1,4,19
4759,10000.0,35000.0,4,1,3,22
4840,59.5,315.0,1,0,3,6
5658,57120.0,1.2,4,0,3,16
8195,35.0,99.99,0,1,4,14
3401,16.77,55.9,0,1,2,19
6944,12.49,79.9,0,0,3,12
1755,11000.0,35000.0,4,0,3,18
10407,12000.0,36000.0,4,0,3,19
3383,183.99,350.0,1,0,1,14
7020,7000.0,21000.0,2,1,3,18
712,19.9,59.99,0,0,3,14
8098,28.9,98.9,0,1,3,18
1364,16.5,45.99,0,1,2,18
4758,12000.0,48000.0,4,0,3,3
8094,28.97,79.9,0,1,2,5
1638,11000.0,32000.0,4,0,3,20
2597,7000.0,35000.0,4,0,0,16
3721,4800.0,16800.0,2,1,2,18
1564,20.3,59.99,0,0,3,1
827,5000.0,17500.0,4,1,4,5
9918,8000.0,28000.0,4,0,2,14
747,25000.0,69000.0,4,0,3,16
10361,5100.0,21000.0,4,1,2,18
528,9900.0,33000.0,4,0,4,16
7889,71.9,239.9,0,0,0,5
7801,22.48,89.9,0,0,3,14
523,82.5,439.99,0,0,3,0
8204,19.98,59.9,0,1,3,5
6366,50.7,169.0,0,0,3,18
646,8000.0,32000.0,4,1,4,22
3693,14.9,39.99,0,0,2,18
4824,40000.0,1.5,4,1,4,18
1638,10000.0,35000.0,4,1,3,18
3474,5000.0,17500.0,4,1,3,12
523,10000.0,35000.0,4,1,3,9
1675,8000.0,28000.0,4,0,3,10
6994,42.0,139.99,0,0,2,1
3313,9000.0,18000.0,4,1,2,2
3721,4800.0,9000.0,2,1,1,22
4318,10.62,49.99,0,1,3,21
1638,10000.0,45000.0,4,0,3,18
2226,50.0,120.0,0,1,2,14
9602,50.0,110.0,0,1,3,5
10361,4500.0,11000.0,4,0,3,3
1357,20000.0,65000.0,4,0,2,15
6107,15000.0,52500.0,4,1,2,19
10361,69.99,189.9,0,0,2,1
4826,12900.0,39000.0,4,0,2,18
8537,10000.0,35000.0,4,1,3,19
1357,10000.0,35000.0,4,0,3,21
4135,19.9,89.9,0,1,3,18
765,19.98,79.9,0,0,3,21
1027,22000.0,67000.0,4,0,3,14
5275,9000.0,29000.0,4,0,3,16
9124,13200.0,35000.0,4,1,4,18
2743,2000.0,5000.0,4,1,4,3
5489,25000.0,15467.566824463362,4,1,3,18
6699,19.8,99.0,0,0,3,1
908,12.5,30.0,0,1,0,3
9395,24.9,89.99,1,1,2,14
1355,46.25,165.0,0,0,3,0
10361,6000.0,12000.0,4,0,2,3
5395,10000.0,35000.0,4,1,3,18
3011,8000.0,23000.0,4,1,3,1
8597,12.48,49.9,0,1,3,18
10361,7000.0,15467.566824463362,4,1,3,1
2738,42900.0,1.6,2,0,3,1
6457,47.48,169.9,0,1,0,12
2576,70.0,290.0,1,1,3,6
3474,7200.0,24000.0,4,0,2,21
6619,25200.0,84000.0,2,1,2,18
2502,10.5,35.0,0,0,0,0
6619,25000.0,62000.0,4,1,2,1
3347,10.61,79.9,0,0,3,1
158,7000.0,24500.0,4,1,2,18
892,39.9,139.99,0,1,4,1
3752,29000.0,72000.0,4,0,3,18
89,6000.0,21700.0,4,1,0,23
4172,35000.0,1.2,4,1,4,18
827,3000.0,10000.0,4,1,4,21
7526,75.33,301.3,0,0,2,18
5395,9000.0,32000.0,4,0,2,18
6388,60.0,239.99,0,1,2,1
5807,7000.0,46500.0,4,1,3,19
7215,10.0,29.0,0,1,3,1
8597,14.75,59.0,0,1,2,3
5719,95000.0,2.5,4,1,4,0
6504,17.68,139.9,0,0,3,19
8699,6000.0,19000.0,4,1,3,1
5457,10.0,30.0,0,1,3,18
8597,19.98,99.9,0,0,4,5
7331,45.0,149.99,0,1,1,0
5395,14000.0,53000.0,2,0,3,3
9573,51.6,129.9,0,1,2,22
5275,8000.0,31000.0,4,1,3,14
9439,25.0,149.9,0,1,4,19
8562,11.9,29.9,0,1,3,19
1904,3.5,10.2,2,1,3,18
7773,48000.0,1.45,4,0,3,2
9324,8050.0,34900.0,4,1,2,1
8077,89000.0,3.115,4,0,3,1
5563,19.9,79.0,0,1,0,14
7277,35.0,89.9,0,0,3,14
8597,18.6,92.9,0,1,2,5
9605,12000.0,47000.0,4,1,2,18
1719,8400.0,42000.0,4,0,3,15
1331,70.0,169.0,0,1,3,1
9460,9000.0,23000.0,4,0,2,21
5526,250.0,678.0,0,0,3,21
8026,16800.0,45000.0,4,1,4,10
8641,12000.0,42000.0,4,0,4,9
1638,10.0,14.99,0,1,4,14
8952,32000.0,91000.0,4,0,4,18
5032,6000.0,15467.566824463362,4,0,3,3
9439,48.0,159.99,0,1,2,5
523,50.62,270.0,0,0,3,5
273,6000.0,45000.0,4,1,4,18
10361,80.0,188.89,0,0,3,14
1443,29.7,99.0,0,1,3,3
3633,10000.0,32000.0,4,1,3,21
1357,19200.0,43000.0,4,1,3,2
6619,26790.0,89300.0,2,1,3,18
8460,35.0,129.0,0,0,3,6
5526,19000.0,51000.0,4,0,3,16
5454,9000.0,27000.0,4,1,2,21
7215,14.9,49.99,0,1,4,1
3178,13000.0,39000.0,4,1,3,21
4869,14.0,49.9,0,0,3,18
795,29.98,119.9,0,0,2,18
8597,15.0,79.99,0,0,3,1
3437,57.0,189.99,0,1,2,12
9523,18.75,55.0,0,1,2,12
8597,23.9,69.0,0,1,3,1
7987,12000.0,39000.0,4,0,3,4
73,20000.0,60000.0,4,0,2,2
6087,12000.0,36000.0,4,1,4,18
7987,17000.0,69000.0,4,1,2,9
9554,14.97,49.9,0,1,2,5
2423,78.0,260.0,0,0,3,14
158,94.97,259.9,0,1,2,14
9919,15000.0,69000.0,4,1,2,18
5395,12000.0,45000.0,4,1,3,17
5553,9350.0,39000.0,2,1,3,21
9369,31.9,78.9,0,1,4,1
7773,3.7,8.5,4,1,4,10
5192,13000.0,52900.0,4,0,3,5
5212,75.9,429.9,0,1,4,22
8168,24.0,60.0,0,1,2,14
5917,16.71,149.9,0,1,3,1
8716,110.7,369.0,0,1,0,18
4318,6.52,39.9,0,1,3,0
4064,20400.0,61900.0,4,1,2,18
10361,3500.0,12000.0,4,1,2,1
9406,29.9,69.99,0,0,2,21
2127,50.0,199.99,0,1,3,18
827,5000.0,17500.0,4,1,4,3
1837,24.11,89.9,0,0,3,12
180,21000.0,63000.0,4,0,3,21
2317,8500.0,21000.0,3,1,3,2
8597,12.0,39.99,0,1,4,14
6225,15.0,29.9,0,1,2,18
2109,13.98,55.9,0,1,0,19
9123,37.9,69.99,0,1,1,18
560,170.0,468.55,1,1,3,14
9469,49900.0,1.05,4,1,3,18
4225,31.9,89.9,0,1,3,3
9484,24.9,89.99,0,1,0,21
125,14.97,49.9,0,1,3,19
8597,14.0,69.99,0,0,2,18
3721,7000.0,18000.0,4,0,3,1
4174,5000.0,15000.0,4,1,4,7
523,9000.0,32000.0,4,1,2,12
8597,19.9,59.99,0,1,4,18
4192,35.9,89.9,0,1,2,1
8597,17.9,89.9,0,1,0,12
5638,12000.0,39000.0,4,0,4,3
1472,311.5,890.0,0,0,3,1
1086,21.0,69.99,0,1,3,14
8597,19.9,49.9,0,1,4,22
2160,29000.0,65000.0,4,1,4,2
1675,8000.0,21000.0,4,0,3,3
6373,4000.0,7900.0,2,0,2,3
2790,6.65,39.9,0,1,0,14
5571,14.9,89.9,1,1,3,19
3474,8000.0,36000.0,4,1,3,15
5227,11000.0,25000.0,4,1,3,18
10279,14.9,39.9,0,1,3,18
4120,120.0,510.0,1,1,3,16
3892,59.6,150.0,0,1,2,12
4199,3000.0,10000.0,4,0,2,19
7261,30.0,60.0,0,1,0,6
9722,7.03,89.9,0,0,2,3
9463,10.0,19.9,0,0,2,16
1838,22.48,69.9,0,0,3,1
9212,7000.0,23000.0,4,1,2,9
398,38.92,184.9,0,0,2,1
5321,13200.0,32000.0,4,0,0,18
4987,55.0,109.99,1,0,2,0
5658,75000.0,2.3,4,1,3,18
2407,18000.0,63000.0,4,0,3,14
523,8500.0,34000.0,4,1,3,10
6008,12500.0,40000.0,2,0,3,4
646,65.9,249.0,0,1,3,12
3474,59.4,198.0,0,0,0,12
8601,59.9,129.9,0,0,4,1
5601,3000.0,9000.0,4,1,3,1
8699,4500.0,12000.0,4,1,3,18
1675,89.7,299.0,0,0,3,1
10429,30.0,109.9,0,0,3,14
10361,6000.0,18000.0,4,0,2,18
3735,65.0,179.9,0,1,3,1
8699,12000.0,37900.0,2,1,2,18
4841,5000.0,14000.0,4,1,4,21
158,104.9,249.9,0,1,2,14
4730,48300.0,1.89,4,0,3,18
7999,54.0,120.0,0,0,2,3
1472,69.9,239.99,0,0,0,14
9460,26.55,86.18,0,1,3,1
6778,11.97,39.9,0,1,0,21
3474,8000.0,24000.0,4,0,3,1
5395,12000.0,39000.0,4,0,2,1
8073,87.25,329.0,0,0,3,18
2710,17.05,179.99,0,0,2,1
4591,16000.0,56000.0,2,1,0,18
8699,7000.0,21000.0,4,0,3,12
2187,28.35,189.0,0,1,3,1
1849,37.0,99.0,0,1,4,14
9085,32.0,89.99,0,1,3,21
8699,8000.0,23900.0,2,1,4,18
8218,14.31,149.0,0,1,3,5
3704,17.51,279.9,0,0,2,20
10361,7000.0,21000.0,4,1,4,14
551,10.9,29.9,0,1,2,18
6659,238.7,779.0,0,0,2,5
1357,12000.0,46000.0,4,0,3,3
5973,19.37,77.49,0,0,4,20
3474,8000.0,24000.0,4,1,2,14
1733,7200.0,35000.0,2,0,3,21
5802,13.12,69.99,0,0,3,21
5917,7000.0,29000.0,4,0,3,9
1357,11000.0,44000.0,4,1,2,18
3417,29.75,99.0,0,1,3,1
2597,11000.0,38500.0,4,1,4,12
1355,8000.0,25000.0,4,0,0,21
3407,40.0,140.0,0,1,2,6
3721,35.97,119.9,0,1,2,0
7072,40.0,109.9,0,0,2,18
6152,14000.0,40000.0,4,0,2,9
6168,30.89,179.99,0,0,3,12
643,20.9,79.9,0,0,0,19
4539,12500.0,42000.0,3,1,3,18
1014,4000.0,9000.0,4,1,4,18
5526,25000.0,50000.0,2,1,3,1
4793,12000.0,31000.0,4,1,3,18
5274,40000.0,1.2,4,0,2,5
2055,10000.0,36000.0,4,1,3,1
2523,43.0,89.9,0,0,3,18
125,24.0,79.99,0,1,3,18
8597,39.95,79.9,0,1,2,1
1115,17.23,69.9,0,0,3,5
10361,8000.0,23000.0,4,1,0,1
1702,15000.0,39000.0,2,1,4,7
3721,4800.0,14400.0,4,1,2,19
8026,15500.0,43000.0,4,0,4,1
3147,15.9,69.0,0,1,0,22
4536,42.8,107.0,0,1,3,20
386,87.48,349.9,0,0,3,21
2407,21000.0,39000.0,4,1,3,18
2604,18.67,69.9,0,0,2,18
5395,150.0,600.0,0,0,3,14
9433,34.0,69.9,0,0,3,14
4697,18000.0,62000.0,4,0,2,1
532,7000.0,23000.0,2,1,3,7
10361,22.98,79.9,0,1,2,18
3486,37.13,139.0,0,1,3,22
5830,45.0,139.9,0,0,3,14
1113,9000.0,32000.0,4,1,2,3
6619,21900.0,73000.0,2,0,3,21
5529,27.0,110.0,0,0,2,6
3474,8000.0,24000.0,4,1,0,14
8597,15.05,33.5,0,1,4,18
5601,39.99,139.9,0,1,3,14
10361,4800.0,10000.0,4,1,3,18
1347,24.09,628.0,0,0,2,3
6619,22000.0,99000.0,2,1,3,18
5917,3500.0,32000.0,4,1,0,1
8123,88.9,249.9,0,0,3,3
9463,25.97,69.9,0,0,0,16
10361,38.91,149.0,0,1,1,5
833,40.45,139.0,0,1,3,18
1786,1500.0,5000.0,4,1,4,12
523,9000.0,31500.0,4,1,2,5
89,5000.0,12000.0,4,0,3,9
5079,20.0,179.0,0,1,4,17
4174,60.0,199.99,0,1,3,14
8176,19.9,49.99,0,1,0,14
4318,42.0,139.99,0,1,3,22
10361,6000.0,18000.0,4,1,3,19
2973,11000.0,33000.0,4,0,3,2
9183,45000.0,1.35,4,1,3,18
6162,10500.0,32000.0,3,0,4,17
1564,17.97,59.9,0,0,2,14
2597,12000.0,31000.0,4,0,3,18
9301,22.5,90.0,0,1,0,22
867,12.9,60.0,0,1,4,1
8931,9600.0,40000.0,4,0,3,18
3474,9000.0,29000.0,4,1,3,10
8597,23.97,79.9,0,0,3,18
5797,14.0,69.99,0,1,3,14
5395,39.0,275.0,0,1,3,16
6746,1.1,5.0,4,1,4,5
89,3600.0,9000.0,4,1,3,21
3474,5000.0,17500.0,4,1,3,18
1675,9000.0,29000.0,4,0,3,2
1472,50.0,200.0,0,1,3,1
10361,4000.0,9000.0,4,1,2,3
2276,20.0,79.99,0,1,2,22
2187,7000.0,24500.0,4,0,3,15
10361,7000.0,21000.0,4,1,2,10
89,6000.0,17000.0,4,1,4,9
976,24.98,99.9,0,1,3,14
6489,32.0,79.99,0,1,4,19
1904,2.99,8.97,3,0,3,18
2326,18.0,59.99,0,0,3,16
2407,37000.0,1.19,4,1,3,20
3313,4900.0,21000.0,4,0,2,3
158,18.74,149.9,0,0,3,1
3878,8000.0,28000.0,4,1,2,19
7457,18000.0,54000.0,4,1,3,18
10448,29.9,99.9,0,1,3,0
6448,360.0,1200.0,0,0,4,22
7748,17.5,69.99,0,0,0,14
8537,10000.0,35000.0,4,0,3,22
1785,13.73,54.9,0,1,4,10
3345,18.0,59.99,0,1,3,14
4767,9000.0,27000.0,4,0,3,18
3892,9000.0,31000.0,4,0,0,3
5571,12.9,69.0,0,1,4,10
10500,15.0,40.0,0,1,5,6
4195,7.89,69.9,0,0,4,1
1856,47.25,169.0,0,0,0,5
2127,30.56,89.9,0,1,3,20
8597,26.97,89.9,0,0,2,22
6659,49.0,419.0,0,1,3,5
903,20.0,49.9,0,0,4,14
8295,10000.0,35000.0,4,1,0,3
3633,10000.0,32000.0,4,1,3,15
10500,60.0,315.0,0,1,5,18
8597,17.73,59.9,0,1,2,5
4135,12000.0,36000.0,4,1,3,2
4020,23.97,79.9,0,1,1,22
4692,12500.0,40000.0,3,0,2,9
3363,9900.0,39000.0,4,0,3,18
8597,12.0,79.99,0,1,3,12
1692,7000.0,24000.0,4,0,3,0
9919,30000.0,98000.0,4,1,4,2
8148,19.8,99.0,0,0,3,14
10361,5000.0,15000.0,4,1,2,2
8597,7.35,59.0,0,0,3,18
3178,114.75,459.0,0,1,3,18
10361,27.0,89.99,0,0,2,3
10429,15.35,99.99,0,1,2,14
4462,19.98,79.9,0,1,2,0
523,12000.0,48000.0,4,1,3,18
3474,7000.0,24000.0,4,1,0,18
8597,40.0,160.0,0,0,2,14
6225,25.0,59.0,0,1,2,18
662,54.61,590.0,0,1,4,5
3474,8000.0,25000.0,4,0,4,12
9460,7000.0,24500.0,4,0,3,10
9577,8600.0,28500.0,2,0,4,16
947,12000.0,36000.0,4,0,3,1
7985,10000.0,32000.0,4,0,3,9
9395,26.45,99.0,0,0,4,1
7064,17000.0,51000.0,4,0,3,18
4591,8400.0,42000.0,2,1,3,18
9948,4000.0,9000.0,4,1,4,21
560,10000.0,35000.0,4,0,2,18
560,47.9,159.9,0,1,0,14
1254,22.5,74.99,0,1,3,14
6448,40000.0,99000.0,4,1,4,7
947,57.0,189.99,0,1,3,1
6548,23.97,89.9,0,1,0,14
4983,38000.0,99000.0,2,1,3,22
3721,6000.0,21000.0,4,1,2,14
9439,55.0,275.0,0,0,4,1
3474,24.66,339.9,0,1,0,14
3486,50.9,139.0,0,1,3,18
9156,11.96,29.9,0,1,4,3
4539,15000.0,52500.0,4,1,3,14
5917,60.0,239.99,0,0,3,14
4761,85.0,340.0,0,0,3,21
5986,22.9,59.9,0,0,3,12
10361,5000.0,9000.0,4,1,3,18
1638,47.48,169.9,0,1,3,14
4793,12000.0,43000.0,4,1,3,3
3802,27.25,109.0,0,0,2,18
6619,22000.0,89000.0,4,0,3,19
9123,26.0,69.99,0,1,2,3
7055,5.63,39.9,0,1,3,19
4107,12.0,249.99,0,1,3,12
2205,18.67,89.9,0,1,3,14
8398,109.9,349.9,1,0,3,0
3011,8000.0,32000.0,4,0,2,5
7914,13.97,39.9,0,0,2,0
7771,9.5,79.9,0,1,3,19
7298,3.43,29.99,0,1,0,22
523,10000.0,39000.0,4,0,3,5
7588,38.6,111.99,0,0,3,12
7302,14000.0,59000.0,4,0,2,1
4064,15000.0,67000.0,4,1,3,15
8699,83.25,369.99,0,0,3,14
5639,7.58,219.9,0,1,0,19
2407,11000.0,32000.0,4,1,3,18
8094,16.0,39.99,0,0,2,18
8601,13.9,39.0,0,1,2,14
8597,15.0,49.99,0,0,3,22
5807,13000.0,45000.0,4,0,3,18
4135,9000.0,28000.0,4,1,3,1
2407,21000.0,89000.0,4,0,3,1
523,9500.0,28000.0,4,1,2,3
10361,4000.0,13000.0,4,1,3,11
1141,13000.0,42000.0,4,1,3,0
4318,40.05,89.0,0,0,2,1
6619,15600.0,45000.0,4,0,3,13
9320,11900.0,44000.0,4,0,3,5
6619,10000.0,39000.0,4,1,2,18
4416,14.9,49.9,0,1,0,21
2187,9900.0,35000.0,3,1,3,15
290,35000.0,99000.0,4,0,3,1
5395,10000.0,35000.0,4,0,3,14
10361,7200.0,29000.0,4,1,4,18
1472,10000.0,34000.0,4,1,2,1
2187,69.0,319.99,0,1,3,1
1355,11000.0,32000.0,4,0,2,5
9044,12000.0,42000.0,4,0,3,18
7801,27.48,109.9,0,1,4,12
6168,9000.0,32000.0,4,0,3,3
5477,14.85,65.99,0,0,4,5
1297,3500.0,30000.0,2,1,0,3
8537,9500.0,32000.0,4,1,3,1
6448,85.48,699.99,1,0,3,0
2487,80000.0,1.8,4,1,4,18
1330,10.74,79.9,0,0,2,3
2665,22.5,70.0,0,1,3,21
1786,1800.0,3500.0,4,0,4,1
4539,184.0,460.0,0,0,2,12
1733,21600.0,79000.0,4,0,3,2
8188,73.9,229.9,0,1,2,1
9806,37.48,149.9,0,0,3,1
1675,2600.0,15467.566824463362,4,1,3,6
5395,8500.0,35000.0,4,1,3,1
2319,90.0,450.0,0,0,3,16
9821,8900.0,29500.0,4,0,4,7
523,11000.0,52000.0,4,0,3,22
8537,9000.0,34000.0,4,1,3,18
523,49.97,599.99,0,0,3,5
8094,14.98,59.9,0,1,2,14
4436,78000.0,2.299,2,0,4,18
4318,5.5,34.99,0,1,2,1
2242,22.48,69.9,0,0,3,18
10500,29.5,219.0,1,1,3,6
9414,5000.0,15467.566824463362,2,1,4,3
6896,89.0,189.0,0,1,3,6
3474,10000.0,35000.0,4,1,4,14
7047,24.98,99.9,0,1,3,3
523,144.5,558.0,0,1,2,0
1014,1800.0,5900.0,4,1,4,18
8020,22.5,89.99,0,1,2,19
784,8750.0,34000.0,4,1,3,18
8077,37000.0,99000.0,2,0,3,21
883,15.47,29.9,0,0,4,19
4539,39000.0,1.17,4,1,3,0
8420,80000.0,15467.566824463362,4,0,4,18
8716,27.5,109.99,0,0,2,19
2754,12000.0,42000.0,4,0,3,5
10361,33.0,109.99,0,1,0,12
5275,14400.0,33000.0,4,0,3,0
8597,26.97,89.9,0,1,2,20
10500,20.0,50.0,0,1,4,21
10500,20.0,150.0,0,1,5,6
1214,11.97,39.9,0,0,2,14
1638,8400.0,24500.0,4,0,2,1
10361,34.75,119.0,0,0,0,1
4767,67.05,298.0,1,0,3,14
9237,26.9,49.9,0,1,4,1
3011,9000.0,29000.0,4,1,3,3
4536,19000.0,57000.0,4,1,4,16
58,12000.0,99000.0,4,0,3,9
10361,6000.0,12000.0,4,1,4,18
10361,4000.0,13000.0,2,1,0,21
618,56500.0,1.9,4,1,3,2
523,17000.0,54000.0,4,1,3,2
6619,15000.0,59000.0,4,0,2,14
6619,15000.0,64000.0,4,0,3,9
158,12000.0,34000.0,4,1,3,3
3892,4800.0,12000.0,4,1,4,11
476,21000.0,73500.0,4,1,3,18
5395,7000.0,35000.0,4,0,3,2
164,14.99,39.9,0,1,3,14
646,6000.0,21000.0,4,1,3,1
8790,13000.0,45500.0,2,1,3,22
1657,16000.0,49000.0,4,0,4,17
9414,4000.0,9000.0,4,1,4,3
8597,19.9,59.99,0,0,3,5
6769,4.2,139.99,0,1,2,3
6225,24.9,79.99,0,0,3,14
4444,14.41,99.99,0,0,2,22
661,10000.0,32000.0,4,1,3,18
2314,13.97,39.9,0,0,3,16
10361,7000.0,17000.0,4,1,3,12
8931,12000.0,42000.0,4,0,3,9
10500,35.0,120.0,1,1,5,6
10322,23.9,89.9,0,1,2,1
3721,2500.0,7500.0,4,1,3,18
10361,8500.0,15000.0,4,0,0,18
646,41.7,139.0,0,1,3,12
1355,6000.0,18900.0,4,1,4,19
560,7500.0,23000.0,4,1,2,18
10361,3400.0,17000.0,4,1,4,18
10361,7500.0,13000.0,4,0,3,18
5275,46.9,149.9,0,0,4,14
9406,26.9,89.9,0,0,3,18
7271,5.92,79.0,0,1,3,1
9395,25.0,75.9,0,0,2,14
10361,5000.0,18000.0,4,1,0,18
6225,8.97,89.9,0,0,2,21
8597,12.0,39.99,0,1,3,20
6619,25200.0,83800.0,2,0,3,5
158,10000.0,35000.0,4,1,0,18
2260,17.0,59.9,0,0,2,14
8094,32.9,79.99,0,1,3,21
2583,23.0,59.99,0,1,2,18
1748,10800.0,31500.0,4,1,3,1
9413,9.18,59.9,0,0,3,19
8095,14.9,49.9,0,1,3,1
8139,29.0,79.99,0,1,3,14
3633,8000.0,28000.0,4,1,3,18
10361,4000.0,9000.0,4,0,3,18
4462,10.06,64.9,0,0,2,18
9919,274.75,1099.0,0,0,4,12
6211,2500.0,13000.0,2,1,4,22
6619,20000.0,15467.566824463362,2,0,3,18
416,13000.0,39000.0,4,1,3,4
9882,34.98,139.9,0,1,3,12
4199,4000.0,13000.0,2,1,3,16
9586,10000.0,42000.0,4,1,3,9
271,10000.0,34000.0,4,0,3,2
8094,33.0,110.0,0,0,0,19
7827,34.9,69.9,0,1,3,3
8597,9.36,49.9,0,0,3,14
3721,3000.0,10500.0,4,1,3,3
3602,189.0,339.0,0,0,3,6
4692,14000.0,55000.0,2,1,3,9
8537,12000.0,39000.0,4,1,3,18
6794,30.0,120.0,0,0,2,14
6619,15000.0,42000.0,4,0,3,3
10361,5200.0,13000.0,4,1,0,19
4983,63750.0,3.0,2,0,3,1
665,124.75,499.0,0,0,3,14
4767,23000.0,79000.0,4,1,3,18
10361,7000.0,24500.0,3,1,3,18
10361,58.9,179.9,0,1,2,14
7945,19.98,79.9,0,0,3,19
2801,1500.0,4000.0,4,0,4,16
1675,24.9,89.99,0,0,3,10
5227,13000.0,48000.0,4,1,0,18
9048,59.99,189.99,0,1,2,14
9474,47.48,189.9,0,0,3,1
347,22.95,89.99,0,0,1,18
1718,32.97,69.9,0,0,3,1
10078,179.9,889.99,0,0,2,1
10361,4200.0,10000.0,4,0,2,1
8597,44.97,149.9,0,0,2,20
3103,82.0,110.0,0,1,3,18
6168,8000.0,26000.0,4,1,0,18
3621,12.9,42.9,0,1,2,18
8597,12.5,50.0,0,1,2,1
9320,12000.0,43000.0,4,1,4,18
3075,9.68,75.0,0,1,2,10
6619,18900.0,64000.0,4,1,3,14
9491,4000.0,15000.0,4,1,3,18
4199,5000.0,14900.0,4,1,3,16
9632,23.97,79.9,0,1,2,1
646,6000.0,21000.0,4,1,3,9
1638,10000.0,31000.0,4,1,3,22
7637,12.38,49.5,0,0,4,1
6619,59400.0,1.98,2,0,3,15
3075,64.6,298.0,0,0,2,18
4351,5950.0,17500.0,4,0,2,19
3625,20.0,50.0,1,1,0,18
89,4800.0,12000.0,4,0,2,3
8597,14.97,49.9,0,0,2,5
9439,66.04,259.0,0,1,0,1
1675,10000.0,37000.0,4,1,3,3
9932,14.99,39.9,0,1,3,14
8692,3000.0,15467.566824463362,4,1,3,15
3474,32.48,129.9,0,1,3,14
2754,14000.0,42000.0,4,1,3,9
6366,29.0,120.0,0,1,3,18
6225,10.0,39.9,0,1,0,14
